"zip_code","latitude","longitude","city","state","county"
"93111",34.44932,-119.80223,"Santa Barbara","CA","Santa Barbara"
"93116",34.262834,-119.848555,"Goleta","CA","Santa Barbara"
"93117",34.49102,-120.08201,"Goleta","CA","Santa Barbara"
"93118",34.262834,-119.848555,"Goleta","CA","Santa Barbara"
"93120",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93121",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93130",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93140",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93150",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93160",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93190",34.262834,-119.848555,"Santa Barbara","CA","Santa Barbara"
"93199",34.262834,-119.848555,"Goleta","CA","Santa Barbara"
"93201",35.8555,-119.48338,"Alpaugh","CA","Tulare"
"93202",36.3187,-119.7076,"Armona","CA","Kings"
"93203",35.12158,-118.8468,"Arvin","CA","Kern"
"93204",35.90819,-120.06776,"Avenal","CA","Kings"
"93205",35.5387,-118.45463,"Bodfish","CA","Kern"
"93206",35.44402,-119.47578,"Buttonwillow","CA","Kern"
"93207",35.88721,-118.63153,"California Hot Springs","CA","Tulare"
"93208",36.1298,-118.63982,"Camp Nelson","CA","Tulare"
"93210",36.19519,-120.43245,"Coalinga","CA","Fresno"
"93212",36.01649,-119.56937,"Corcoran","CA","Kings"
"93215",35.7764,-119.18835,"Delano","CA","Kern"
"93216",35.294405,-118.905173,"Delano","CA","Kern"
"93218",35.86194,-119.03822,"Ducor","CA","Tulare"
"93219",35.87908,-119.28818,"Earlimart","CA","Tulare"
"93220",35.3705,-118.78369,"Edison","CA","Kern"
"93221",36.29637,-119.02992,"Exeter","CA","Tulare"
"93222",34.89835,-119.25983,"Frazier Park","CA","Kern"
"93223",36.30117,-119.20789,"Farmersville","CA","Tulare"
"93224",35.21687,-119.58087,"Fellows","CA","Kern"
"93225",34.78532,-119.04196,"Frazier Park","CA","Kern"
"93226",35.7476,-118.73462,"Glennville","CA","Kern"
"93227",36.34441,-119.41856,"Goshen","CA","Tulare"
"93230",36.28967,-119.62514,"Hanford","CA","Kings"
"93232",36.138861,-119.894727,"Hanford","CA","Kings"
"93234",36.19608,-120.08477,"Huron","CA","Fresno"
"93235",36.38507,-119.22314,"Ivanhoe","CA","Tulare"
"93237",36.47452,-118.90426,"Kaweah","CA","Tulare"
"93238",35.82799,-118.47137,"Kernville","CA","Kern"
"93239",36.03293,-119.98645,"Kettleman City","CA","Kings"
"93240",35.62425,-118.4645,"Lake Isabella","CA","Kern"
"93241",35.24922,-118.91224,"Lamont","CA","Kern"
"93242",36.44115,-119.73024,"Laton","CA","Fresno"
"93243",34.84057,-118.81769,"Lebec","CA","Kern"
"93244",36.3908,-118.99733,"Lemon Cove","CA","Tulare"
"93245",36.28614,-119.83405,"Lemoore","CA","Kings"
"93246",36.31921,-119.93135,"Lemoore","CA","Kings"
"93247",36.20234,-119.08277,"Lindsay","CA","Tulare"
"93249",35.67033,-119.85814,"Lost Hills","CA","Kern"
"93250",35.66456,-119.20278,"Mc Farland","CA","Kern"
"93251",35.37059,-119.69735,"Mc Kittrick","CA","Kern"
"93252",34.80685,-119.34664,"Maricopa","CA","Kern"
"93254",34.92498,-119.74834,"New Cuyama","CA","Santa Barbara"
"93255",35.68292,-118.0798,"Onyx","CA","Kern"
"93256",35.96805,-119.31251,"Pixley","CA","Tulare"
"93257",35.98708,-118.89493,"Porterville","CA","Tulare"
"93258",36.05833,-119.15209,"Porterville","CA","Tulare"
"93260",35.81909,-118.66116,"Posey","CA","Tulare"
"93261",35.81147,-119.11673,"Richgrove","CA","Tulare"
"93262",36.50256,-118.68109,"Sequoia National Park","CA","Tulare"
"93263",35.48722,-119.27835,"Shafter","CA","Kern"
"93265",36.20713,-118.70876,"Springville","CA","Tulare"
"93266",36.17176,-119.85628,"Stratford","CA","Kings"
"93267",36.14279,-119.0742,"Strathmore","CA","Tulare"
"93268",35.16725,-119.40785,"Taft","CA","Kern"
"93270",35.94703,-119.05669,"Terra Bella","CA","Tulare"
"93271",36.43661,-118.86903,"Three Rivers","CA","Tulare"
"93272",36.04818,-119.34535,"Tipton","CA","Tulare"
"93274",36.17978,-119.37949,"Tulare","CA","Tulare"
"93275",36.26699,-118.776902,"Tulare","CA","Tulare"
"93276",35.31756,-119.4092,"Tupman","CA","Kern"
"93277",36.29963,-119.38139,"Visalia","CA","Tulare"
"93278",36.126621,-118.819365,"Visalia","CA","Tulare"
"93279",36.393615,-119.118982,"Visalia","CA","Tulare"
"93280",35.65204,-119.44716,"Wasco","CA","Kern"
"93282",36.129557,-119.516076,"Waukena","CA","Tulare"
"93283",35.58478,-118.28854,"Weldon","CA","Kern"
"93285",35.72233,-118.50871,"Wofford Heights","CA","Kern"
"93286",36.45149,-119.1079,"Woodlake","CA","Tulare"
"93287",35.72387,-118.91958,"Woody","CA","Kern"
"93291",36.38931,-119.36838,"Visalia","CA","Tulare"
"93292",36.3763,-119.22183,"Visalia","CA","Tulare"
"93301",35.38428,-119.02057,"Bakersfield","CA","Kern"
"93302",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93303",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93304",35.33938,-119.02368,"Bakersfield","CA","Kern"
"93305",35.38989,-118.98515,"Bakersfield","CA","Kern"
"93306",35.46595,-118.78445,"Bakersfield","CA","Kern"
"93307",35.2487,-118.93253,"Bakersfield","CA","Kern"
"93308",35.5498,-118.93389,"Bakersfield","CA","Kern"
"93309",35.34266,-119.06461,"Bakersfield","CA","Kern"
"93311",35.15378,-119.16567,"Bakersfield","CA","Kern"
"93312",35.39186,-119.11954,"Bakersfield","CA","Kern"
"93313",35.16363,-119.04715,"Bakersfield","CA","Kern"
"93380",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93381",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93382",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93383",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93384",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93385",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93386",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93387",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93388",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93389",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93390",35.294405,-118.905173,"Bakersfield","CA","Kern"
"93401",35.23539,-120.61834,"San Luis Obispo","CA","San Luis Obispo"
"93402",35.29082,-120.8392,"Los Osos","CA","San Luis Obispo"
"93403",35.347065,-120.455345,"San Luis Obispo","CA","San Luis Obispo"
"93405",35.29672,-120.72618,"San Luis Obispo","CA","San Luis Obispo"
"93406",35.347065,-120.455345,"San Luis Obispo","CA","San Luis Obispo"
"93407",35.30747,-120.66986,"San Luis Obispo","CA","San Luis Obispo"
"93408",35.32117,-120.71889,"San Luis Obispo","CA","San Luis Obispo"
"93409",35.32352,-120.69743,"San Luis Obispo","CA","San Luis Obispo"
"93410",35.30428,-120.65683,"San Luis Obispo","CA","San Luis Obispo"
"93412",35.347065,-120.455345,"Los Osos","CA","San Luis Obispo"
"93420",35.16682,-120.46617,"Arroyo Grande","CA","San Luis Obispo"
"93421",35.347065,-120.455345,"Arroyo Grande","CA","San Luis Obispo"
"93422",35.4638,-120.69007,"Atascadero","CA","San Luis Obispo"
"93423",35.428241,-120.769493,"Atascadero","CA","San Luis Obispo"
"93424",35.20141,-120.78394,"Avila Beach","CA","San Luis Obispo"
"93426",35.84682,-120.97233,"Bradley","CA","Monterey"
"93427",34.62724,-120.22465,"Buellton","CA","Santa Barbara"
"93428",35.58995,-121.02943,"Cambria","CA","San Luis Obispo"
"93429",34.86682,-120.53582,"Casmalia","CA","Santa Barbara"
"93430",35.49214,-120.92422,"Cayucos","CA","San Luis Obispo"
"93432",35.47686,-120.47228,"Creston","CA","San Luis Obispo"
"93433",35.12045,-120.61894,"Grover Beach","CA","San Luis Obispo"
"93434",34.94086,-120.6113,"Guadalupe","CA","Santa Barbara"
"93435",35.491888,-120.976259,"Harmony","CA","San Luis Obispo"
"93436",34.60888,-120.4002,"Lompoc","CA","Santa Barbara"
"93437",34.76049,-120.51102,"Lompoc","CA","Santa Barbara"
"93438",34.262834,-119.848555,"Lompoc","CA","Santa Barbara"
"93440",34.74606,-120.25292,"Los Alamos","CA","Santa Barbara"
"93441",34.73296,-120.09721,"Los Olivos","CA","Santa Barbara"
"93442",35.4,-120.80495,"Morro Bay","CA","San Luis Obispo"
"93443",35.347065,-120.455345,"Morro Bay","CA","San Luis Obispo"
"93444",35.03553,-120.50293,"Nipomo","CA","San Luis Obispo"
"93445",35.03319,-120.62002,"Oceano","CA","San Luis Obispo"
"93446",35.65861,-120.71888,"Paso Robles","CA","San Luis Obispo"
"93447",35.75624,-120.693505,"Paso Robles","CA","San Luis Obispo"
"93448",35.347065,-120.455345,"Pismo Beach","CA","San Luis Obispo"
"93449",35.15803,-120.6504,"Pismo Beach","CA","San Luis Obispo"
"93450",36.05791,-120.82894,"San Ardo","CA","Monterey"
"93451",35.89398,-120.56733,"San Miguel","CA","San Luis Obispo"
"93452",35.71078,-121.20396,"San Simeon","CA","San Luis Obispo"
"93453",35.31339,-120.1655,"Santa Margarita","CA","San Luis Obispo"
"93454",34.94834,-120.23425,"Santa Maria","CA","Santa Barbara"
"93455",34.84195,-120.45522,"Santa Maria","CA","Santa Barbara"
"93456",35.027682,-120.196818,"Santa Maria","CA","Santa Barbara"
"93457",34.836252,-120.53421,"Santa Maria","CA","Santa Barbara"
"93458",34.95477,-120.49042,"Santa Maria","CA","Santa Barbara"
"93460",34.66214,-119.90091,"Santa Ynez","CA","Santa Barbara"
"93461",35.63519,-120.26951,"Shandon","CA","San Luis Obispo"
"93463",34.60688,-120.13495,"Solvang","CA","Santa Barbara"
"93464",34.674436,-120.111465,"Solvang","CA","Santa Barbara"
"93465",35.54267,-120.73417,"Templeton","CA","San Luis Obispo"
"93483",35.347065,-120.455345,"Grover Beach","CA","San Luis Obispo"
"93501",35.0411,-118.22922,"Mojave","CA","Kern"
